YEAR,LAT,LON,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2025,9.5,82.5,,28.28,81.26,4.53
2010,6.5,82.5,4.681,27.34,81.6,4.38
2010,7.5,82.5,4.5718,27.39,81.1,4.43
2010,8.5,82.5,4.2209,27.34,81.96,4.52
2010,9.5,82.5,4.1791,27.38,82.01,4.74
2011,6.5,82.5,4.9051,27.79,79.52,4.53
2011,7.5,82.5,4.74,27.87,78.55,4.87
2011,8.5,82.5,4.8919,27.9,78.65,5.14
2011,9.5,82.5,4.6951,27.92,78.6,5.45
2012,6.5,82.5,4.8542,27.22,81.12,3.31
2012,7.5,82.5,4.9133,27.41,80.04,3.77
2012,8.5,82.5,4.9361,27.48,79.33,4.17
2012,9.5,82.5,4.986,27.43,80.56,4.82
2013,6.5,82.5,5.5219,27.6,78.55,3.11
2013,7.5,82.5,5.4583,27.73,78.64,3.82
2013,8.5,82.5,5.1595,27.69,79.6,4.52
2013,9.5,82.5,4.9915,27.82,79.71,5.22
2014,6.5,82.5,4.505,27.46,81.9,5.09
2014,7.5,82.5,4.2463,27.54,80.74,4.99
2014,8.5,82.5,4.0138,27.67,80.59,5.29
2014,9.5,82.5,3.972,27.82,80.14,5.71
2015,6.5,82.5,4.5766,27.63,82.47,4.53
2015,7.5,82.5,4.4916,27.63,83.43,4.63
2015,8.5,82.5,4.283,27.7,83.38,4.7
2015,9.5,82.5,4.4006,27.81,83.73,5.2
2016,6.5,82.5,4.0548,27.71,80.89,4.79
2016,7.5,82.5,4.3805,27.85,79.88,4.73
2016,8.5,82.5,4.5317,27.87,79.11,5.02
2016,9.5,82.5,4.5576,27.84,79.06,5.44
2017,6.5,82.5,4.463,27.59,82.9,4.68
2017,7.5,82.5,4.4635,27.76,82.16,4.92
2017,8.5,82.5,4.277,27.87,82.44,5.78
2017,9.5,82.5,4.1266,27.95,82.54,6.02
2018,6.5,82.5,4.8178,27.6,81.22,3.9
2018,7.5,82.5,4.6318,27.61,81.71,4.68
2018,8.5,82.5,4.7527,27.81,80.51,5.39
2018,9.5,82.5,4.675,27.91,80.14,6.05
2019,6.5,82.5,4.9802,28.01,81.29,4.3
2019,7.5,82.5,4.9622,28.15,80.16,4
2019,8.5,82.5,5.0102,28.36,78.45,4.25
2019,9.5,82.5,5.0328,28.52,77.99,4.72
2020,6.5,82.5,4.997,27.7,82.88,3.9
2020,7.5,82.5,4.8682,27.83,82.41,4.25
2020,8.5,82.5,4.5353,27.96,82.81,5.07
2020,9.5,82.5,4.4455,28.15,82.48,5.44
2021,6.5,82.5,4.6536,27.83,82.5,5.48
2021,7.5,82.5,4.6613,27.85,81.68,4.88
2021,8.5,82.5,4.2864,27.8,83.59,5.76
2021,9.5,82.5,4.0879,27.8,84.25,5.71
2022,6.5,82.5,4.8994,27.48,80.12,4.13
2022,7.5,82.5,4.6207,27.37,79.67,4.29
2022,8.5,82.5,4.2698,27.37,80.29,4.74
2022,9.5,82.5,4.2562,27.42,80.88,5.19
2023,6.5,82.5,4.9111,28.01,81.68,4
2023,7.5,82.5,4.8065,28.05,81.6,4.22
2023,8.5,82.5,4.7033,28,82.1,4.01
2023,9.5,82.5,4.2629,28.05,82.49,4.09
2024,6.5,82.5,4.6567,28.32,80.95,4.79
2024,7.5,82.5,4.5058,28.18,82.56,5.24
2024,8.5,82.5,4.3387,28.29,82.34,5.89
2024,9.5,82.5,4.1333,28.51,82.22,6.73
2025,6.5,82.5,,27.81,82.07,4.79
2025,7.5,82.5,,27.89,81.23,4.86
2025,8.5,82.5,,27.94,81.52,5.57
2025,9.5,82.5,,28.06,81.33,5.99
2010,6.5,82.5,4.0973,26.77,83,5.47
2010,7.5,82.5,3.7279,26.76,82.59,5.77
2010,8.5,82.5,3.5616,26.8,82.65,6.45
2010,9.5,82.5,3.366,26.98,81.85,6.74
2011,6.5,82.5,4.1978,27.41,79.6,5.76
2011,7.5,82.5,4.0814,27.43,79.46,6.21
2011,8.5,82.5,4.1873,27.6,78.72,6.78
2011,9.5,82.5,4.0423,27.58,78.26,7.28
2012,6.5,82.5,4.3488,27.15,82.42,5.56
2012,7.5,82.5,4.4222,27.28,80.93,5.95
2012,8.5,82.5,4.6318,27.47,79.41,6.43
2012,9.5,82.5,4.793,27.45,79,6.87
2013,6.5,82.5,3.714,27.01,81.57,5.77
2013,7.5,82.5,3.6998,26.81,80.95,6.27
2013,8.5,82.5,3.8419,26.76,79.73,6.94
2013,9.5,82.5,4.1398,26.65,78.21,7.26
2014,6.5,82.5,3.9014,27.25,84.75,5.32
2014,7.5,82.5,3.5506,27.17,84.79,5.72
2014,8.5,82.5,3.6554,27.11,84.95,6.44
2014,9.5,82.5,3.8093,27.12,84.4,7.27
2015,6.5,82.5,4.5403,27.87,81.69,5.21
2015,7.5,82.5,4.4146,27.86,81.75,5.64
2015,8.5,82.5,4.3231,27.85,81.24,6.05
2015,9.5,82.5,4.403,27.89,79.88,6.43
2016,6.5,82.5,5.3863,27.36,80.36,5.62
2016,7.5,82.5,5.0995,27.29,79.91,5.81
2016,8.5,82.5,5.0542,27.17,79.62,6.19
2016,9.5,82.5,4.9006,27.11,79.09,6.47
2017,6.5,82.5,4.7914,27.44,79.85,5.17
2017,7.5,82.5,4.9073,27.35,78.97,5.17
2017,8.5,82.5,4.9994,27.29,77.72,5.25
2017,9.5,82.5,4.7239,27.25,76.92,5.51
2018,6.5,82.5,4.505,27.27,81.67,5.43
2018,7.5,82.5,4.1594,27.24,81.37,5.52
2018,8.5,82.5,4.074,27.26,80.8,5.92
2018,9.5,82.5,4.1765,27.24,80.03,6.27
2019,6.5,82.5,4.3642,27.81,81.42,5.94
2019,7.5,82.5,4.3003,27.82,80.29,6
2019,8.5,82.5,4.2667,27.79,79.66,6.34
2019,9.5,82.5,4.5977,27.74,78.99,6.65
2020,6.5,82.5,4.651,27.41,81.86,5.5
2020,7.5,82.5,4.3308,27.38,81.98,5.88
2020,8.5,82.5,3.7337,27.51,81.04,6.36
2020,9.5,82.5,3.7409,27.48,80.43,6.88
2021,6.5,82.5,5.2985,27.72,78.85,5.78
2021,7.5,82.5,5.3148,27.72,77.61,5.38
2021,8.5,82.5,5.2051,27.82,76.4,5.53
2021,9.5,82.5,5.1799,27.81,76.25,5.72
2022,6.5,82.5,3.9955,27.16,82.04,6.15
2022,7.5,82.5,3.7056,27.1,81.83,6.61
2022,8.5,82.5,3.8323,27.01,82.48,7.22
2022,9.5,82.5,3.9991,26.92,83.44,7.51
2023,6.5,82.5,4.3646,28.25,82.95,5.95
2023,7.5,82.5,4.2617,28.16,83.73,6.47
2023,8.5,82.5,4.427,28.17,83.29,6.85
2023,9.5,82.5,4.4263,28.19,82.64,6.99
2024,6.5,82.5,4.9135,27.78,82.7,4.56
2024,7.5,82.5,4.8398,27.76,82.09,4.57
2024,8.5,82.5,4.6034,27.75,82.03,5.16
2024,9.5,82.5,4.3889,27.79,82.44,6.16
